generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
2,42,891feaa0,true,0,0,8,6015497,400067,4676663,0
2,43,4fa0ff5d,true,0,0,8,6013567,405266,4678638,0
2,44,e3c84131,true,0,0,8,5986911,447702,4705194,0
2,45,f467247c,true,0,0,8,5984579,406278,4707415,0
2,46,335d29ca,true,0,0,8,5976635,406708,4715296,0
2,47,cd8cccbf,true,0,0,8,5982566,408102,4709409,0
3,0,574ea983,true,0,0,8,5876314,352087,4814633,0
3,1,85a95ec4,true,0,0,8,6298202,458437,4395132,0
3,2,1e632cd8,true,0,0,8,6143441,377197,4549466,0
3,3,95ac95fd,true,0,0,8,6253391,438926,4439849,0
3,4,bdf28fa9,true,0,0,8,5911808,361623,4779383,0
3,5,425068fc,true,0,0,8,6279967,444255,4413323,0
3,6,fedc4e70,true,0,0,8,5890509,355272,4800533,0
3,7,f04e2ba2,true,0,0,8,5883420,353801,4807583,0
3,8,1d9e548c,true,0,0,8,5901160,358555,4789958,0
3,9,65ae61d7,true,0,0,8,5894058,356711,4797008,0
3,10,e283a167,true,0,0,8,5897613,357227,4793483,0
3,11,c5f94361,true,0,0,8,5908259,360073,4782908,0
3,12,82210883,true,0,0,8,5879865,353328,4811108,0
3,13,b2071793,true,0,0,8,5904711,359797,4786433,0
3,14,40e48c40,true,0,0,8,5886969,355361,4804058,0
3,15,ca1a5485,true,0,0,8,6275537,459006,4417838,0
3,16,fd00e2f0,true,0,0,8,6137927,381484,4554947,0
3,17,4d0d42c2,true,0,0,8,5893577,365609,4797451,0
3,18,290f5703,true,0,0,8,6247775,440262,4445441,0
3,19,ff8d9350,true,0,0,8,6264076,453907,4429268,0
3,20,978416fc,true,0,0,8,5861485,366817,4829347,0
3,21,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
3,22,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
3,23,3cd43a50,true,0,0,8,5867005,367861,4823866,0
3,24,069a8321,true,0,0,8,6147086,444091,4545867,0
3,25,a9467974,true,0,0,8,6242450,459882,4450842,0
3,26,9925df2e,true,0,0,8,6168805,449609,4524274,0
3,27,74f5a000,true,0,0,8,6150710,445253,4542268,0
3,28,c45f07e2,true,0,0,8,6154337,446673,4538669,0
3,29,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
3,30,e115ea75,true,0,0,8,6161582,448711,4531472,0
3,31,66382ac5,true,0,0,8,6165197,448825,4527873,0
3,32,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
3,33,76c0bda2,true,0,0,8,6240673,462223,4452613,0
3,34,24ecc1fd,true,0,0,8,6212578,461501,4480597,0
3,35,589288ed,true,0,0,8,6107559,394780,4585237,0
3,36,c1a4bc63,true,0,0,8,6207271,464577,4485876,0
3,37,e868439b,true,0,0,8,6023164,394753,4668949,0
3,38,3dea1e65,true,0,0,8,6148929,462606,4544021,0
3,39,c1006e31,true,0,0,8,6078863,397360,4613719,0
3,40,3e8d8925,true,0,0,8,6205452,463370,4487684,0
3,41,05f5be01,true,0,0,8,6044403,395172,4647978,0
3,42,c12f4bd5,true,0,0,8,6030752,395090,4661419,0
3,43,807e875e,true,0,0,8,6177174,464452,4515816,0
